"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2954","Book airplance ticket","chromium","2026-04-28","passed","2026-04-28","E2E blaze demo","example.spec.ts","",""
